sequence_id,timestamp_ns,phase_id,fault_active,fault_flags,e_stop,abort_required,active_pair_total_tension_n,active_pair_balance_ratio,active_pair_max_abs_iq_a,active_pair_saturation_count,min_bus_voltage_v,max_abs_iq_a,contact_present,lift_quality_now,adjust_needed_now,hold_safe_now
205,1049000000,slow_lift,False,,False,False,10.489621425752425,0.9628523576447714,0.04659147663641461,0,0.0,0.04659147663641461,True,True,False,False
206,1054000000,slow_lift,False,,False,False,10.048710128681428,0.9370675636666917,0.053417081871869866,0,0.0,0.053417081871869866,True,True,False,False
207,1059000000,slow_lift,False,,False,False,9.750708164693137,0.8777599325732242,0.0763215796768327,0,0.0,0.0763215796768327,True,True,False,False
208,1064000000,slow_lift,False,,False,False,9.460945087316341,0.8178279409389502,0.05899341410470463,0,0.0,0.05899341410470463,True,True,False,False
209,1069000000,slow_lift,False,,False,False,9.19164345221057,0.7609885443201742,0.03759284329963572,0,0.0,0.054158313083851564,True,True,False,False
210,1074000000,slow_lift,False,,False,False,8.955179080828987,0.7082731228327266,0.054232520907660425,0,0.0,0.054232520907660425,True,True,False,False
211,1079000000,slow_lift,True,bus_voltage_sag_injected,False,False,8.760670526090816,0.6621463698030416,0.04186726408704039,0,0.0,0.04186726408704039,True,True,False,False
212,1084000000,slow_lift,False,,False,False,8.612193946928025,0.6249027205653462,0.04791730359202372,0,0.0,0.04791730359202372,True,True,False,False
213,1089000000,slow_lift,False,,False,False,8.509691273419698,0.598980118430518,0.05699559033995763,0,0.0,0.03184770546850999,True,True,False,False
214,1094000000,slow_lift,False,,False,False,8.449081102850295,0.5873209062006772,0.0599110803230253,0,0.0,0.03621115189648479,True,True,False,False
215,1099000000,slow_lift,False,,False,False,8.425864923863344,0.5906377893277559,0.05077174190848069,0,0.0,0.029855234736841516,True,True,False,False
216,1104000000,slow_lift,False,,False,False,8.436268276462126,0.6073418549286349,0.03806054730762999,0,0.0,0.0426114653704777,True,True,False,False
217,1109000000,slow_lift,False,,False,False,8.477006932780055,0.6335654163646053,0.06199307555009253,0,0.0,0.030107128558110496,True,True,False,False
218,1114000000,slow_lift,False,,False,False,8.542897746447652,0.6649332592524075,0.05316757432085148,0,0.0,0.05316757432085148,True,True,False,False
219,1119000000,slow_lift,False,,False,False,8.624952221996429,0.6982381824116469,0.07524607763147889,0,0.0,0.07524607763147889,True,True,False,False
220,1124000000,slow_lift,False,,False,False,8.735541928104315,0.728331146830989,0.04874188295202411,0,0.0,0.04874188295202411,True,True,False,False
221,1129000000,slow_lift,False,,False,False,8.917459312065013,0.7461442563985126,0.05266238344566212,0,0.0,0.05266238344566212,True,True,False,False
222,1134000000,slow_lift,False,,False,False,9.073207160114832,0.7639320075911987,0.0626062438144209,0,0.0,0.0626062438144209,True,True,False,False
223,1139000000,slow_lift,False,,False,False,9.196483910179607,0.7814276840542892,0.037149857004860676,0,0.0,0.037149857004860676,True,True,False,False
224,1144000000,slow_lift,False,,False,False,9.282540421818938,0.7981257699115054,0.04933642552767205,0,0.0,0.04933642552767205,True,True,False,False
225,1149000000,slow_lift,False,,False,False,9.327874701671282,0.8132688350018127,0.06721408293834265,0,0.0,0.058008627726155754,True,True,False,False
226,1154000000,slow_lift,False,,False,False,9.330074082177592,0.8256752238525701,0.06354316817735793,0,0.0,0.06354316817735793,True,True,False,False
227,1159000000,slow_lift,False,,False,False,9.288793736968385,0.8334599747422947,0.05606425298219139,0,0.0,0.05606425298219139,True,True,False,False
228,1164000000,slow_lift,False,,False,False,9.205026865819352,0.8355613425064488,0.07228912283042221,0,0.0,0.04061919764761837,True,True,False,False
229,1169000000,slow_lift,False,,False,False,9.078761149223883,0.8320370278402692,0.023061775567200647,0,0.0,0.023960027478661605,True,True,False,False
230,1174000000,slow_lift,False,,False,False,8.913237091621614,0.8235592398987186,0.0446149366590112,0,0.0,0.0446149366590112,True,True,False,False
231,1179000000,slow_lift,False,,False,False,8.715823338267818,0.811246075676375,0.030953938909500402,0,0.0,0.030953938909500402,True,True,False,False
232,1184000000,slow_lift,False,,False,False,8.496539056228432,0.7968860756519105,0.04326322347485552,0,0.0,0.04326322347485552,True,True,False,False
233,1189000000,slow_lift,False,,False,False,8.266415531779671,0.7820192957760657,0.04953590925933882,0,0.0,0.04953590925933882,True,True,False,False
234,1194000000,slow_lift,False,,False,False,8.037283581541027,0.7673775582916067,0.05174728673520264,0,0.0,0.05174728673520264,True,True,False,False
235,1199000000,slow_lift,False,,False,False,7.8208230459545005,0.753106036742646,0.05932446725648467,0,0.0,0.05932446725648467,True,True,False,False
236,1204000000,slow_lift,False,,False,False,7.627266323771044,0.7391297919204496,0.038404708519620426,0,0.0,0.038404708519620426,True,True,False,False
237,1209000000,slow_lift,False,,False,False,7.464370723144553,0.7254634829219949,0.035770145771246944,0,0.0,0.024819811266149867,True,True,False,False
238,1214000000,slow_lift,False,,False,False,7.344781969208162,0.7110712945545259,0.05686346885532012,0,0.0,0.05686346885532012,True,True,False,False
239,1219000000,slow_lift,False,,False,False,7.248240278432672,0.7001434769720167,0.03622721126161635,0,0.0,0.03622721126161635,True,True,False,False
240,1224000000,slow_lift,False,,False,False,7.1920689507363935,0.6903927842510301,0.0456178064926382,0,0.0,0.04689338712604067,True,True,False,False
241,1229000000,slow_lift,False,,False,False,7.17027973755954,0.6834253997181289,0.03461105126793325,0,0.0,0.03353352787817194,True,True,False,False
242,1234000000,slow_lift,False,,False,False,7.175611527449365,0.6803228654607604,0.0520470231126533,0,0.0,0.0520470231126533,True,True,False,False
243,1239000000,slow_lift,False,,False,False,7.201945267077537,0.6811009529028743,0.06091199628069684,0,0.0,0.0489839709345259,True,True,False,False
244,1244000000,slow_lift,False,,False,False,7.242140294725324,0.6852653391969762,0.04130930933108096,0,0.0,0.05866827682537316,True,True,False,False
245,1249000000,slow_lift,False,,False,False,7.28826087908573,0.692007223341684,0.0477092275817088,0,0.0,0.015720801559954412,True,True,False,False
246,1254000000,slow_lift,False,,False,False,7.334266382546624,0.7003847948915535,0.03309058562585339,0,0.0,0.03309058562585339,True,True,False,False
247,1259000000,slow_lift,False,,False,False,7.37733798986478,0.7095372093758411,0.03553561004816981,0,0.0,0.03553561004816981,True,True,False,False
248,1264000000,slow_lift,False,,False,False,7.417094061672514,0.7187999139166213,0.05517233137617514,0,0.0,0.02428854325206354,True,True,False,False
249,1281000000,slow_lift,False,,False,False,7.451359201236613,0.7276184697304322,0.03840895672009698,0,0.0,0.04215189316367502,True,True,False,False
250,1286000000,slow_lift,False,,False,False,7.4774118367905125,0.7355498070502103,0.07273703169955859,0,0.0,0.0464217129276032,True,True,False,False
251,1291000000,slow_lift,False,,False,False,7.492604521688728,0.7422931706645217,0.03933663004793775,0,0.0,0.03933663004793775,True,True,False,False
252,1296000000,slow_lift,False,,False,False,7.428064169307272,0.7482078484486046,0.03580125846994923,0,0.0,0.035939139758676235,True,True,False,False
253,1301000000,slow_lift,False,,False,False,7.3326643109111185,0.7508538728188943,0.04217668432232184,0,0.0,0.04217668432232184,True,True,False,False
254,1306000000,slow_lift,True,driver_fault_injected,False,False,7.254182954010554,0.7494039102644734,0.02939624632512171,0,0.0,0.020033450414811,True,True,False,False
255,1311000000,slow_lift,False,,False,False,7.164105000715521,0.747263424934522,0.051520767721349434,0,0.0,0.051520767721349434,True,True,False,False
256,1316000000,slow_lift,False,,False,False,7.084254502900247,0.7440190846135158,0.04401959202167995,0,0.0,0.052257550241641595,True,True,False,False
257,1321000000,hold,False,,False,False,7.069238197941415,0.7433436317890009,0.05435419155965514,0,0.0,0.05435419155965514,True,True,False,True
258,1326000000,hold,False,,False,False,6.981788732903036,0.745421915693187,0.029948195283822258,0,0.0,0.029948195283822258,True,True,False,True
259,1331000000,hold,False,,False,False,6.843041907070245,0.7555452965763302,0.03418407969192949,0,0.0,0.033644973348860144,True,True,False,True
260,1336000000,hold,False,,False,False,6.633070693045147,0.7658887085230832,0.04637992102209269,0,0.0,0.036969917739214174,True,True,False,True
261,1341000000,hold,False,,False,False,6.353694872515848,0.7689609807081446,0.04131433890635792,0,0.0,0.03374740217410336,True,True,False,True
262,1346000000,hold,False,,False,False,6.023774291399082,0.7588463609800379,0.07102406378992403,0,0.0,0.07102406378992403,True,True,False,True
263,1351000000,hold,False,,False,False,5.67331338988389,0.7319819495584561,0.05122933763655098,0,0.0,0.05122933763655098,True,True,False,True
264,1356000000,hold,False,,False,False,5.340539079237173,0.6868703962967301,0.05943541267726806,0,0.0,0.05035677015972648,True,True,False,True
265,1361000000,hold,False,,False,False,5.1646239096112385,0.609801582208478,0.053498049496938184,0,0.0,0.05142207658669479,True,True,False,True
266,1366000000,hold,False,,False,False,5.063310838392082,0.5380460992945335,0.04555059712942089,0,0.0,0.04555059712942089,True,True,False,True
267,1371000000,hold,False,,False,False,5.019502205255129,0.48421407211880063,0.03959451566553003,0,0.0,0.05092085304695195,True,True,False,True
268,1376000000,hold,False,,False,False,5.031461530168345,0.45467600133602143,0.04874327354965583,0,0.0,0.04948495558145318,True,True,False,True
269,1381000000,hold,False,,False,False,5.093696982186011,0.4526956109344433,0.07956088830034144,0,0.0,0.07956088830034144,True,True,False,True
270,1386000000,release_open,False,,False,False,5.1116573057089365,0.45547180364390116,0.05368471965075249,0,0.0,0.03169005630904714,True,False,False,False
271,1391000000,release_open,False,,False,False,52.153846404985316,0.5539151143117038,0.14698424934657403,0,0.0,0.14698424934657403,True,False,False,False
272,1396000000,release_open,False,,False,False,63.93579388376193,0.5284826743749851,0.20315167618590127,0,0.0,0.20315167618590127,False,False,False,False
273,1401000000,release_open,False,,False,False,66.25787408217235,0.5254398367492691,0.18655038012642777,0,0.0,0.18655038012642777,False,False,False,False
274,1406000000,release_open,False,,False,False,66.70288020944157,0.5234889306783362,0.23018674672473804,0,0.0,0.23018674672473804,False,False,False,False
275,1411000000,release_open,False,,False,False,66.98501013389779,0.5227267987767802,0.20940013422881484,0,0.0,0.20940013422881484,False,False,False,False
276,1416000000,release_open,False,,False,False,67.4131424021621,0.5222557554249507,0.2042780123966432,0,0.0,0.2042780123966432,False,False,False,False
277,1421000000,release_open,False,,False,False,67.74780828049087,0.52274797829601,0.17528291755774608,0,0.0,0.17528291755774608,False,False,False,False
278,1426000000,release_settle,False,,False,False,63.92626642735463,0.5231375611473693,0.1906262574391057,0,0.0,0.1906262574391057,False,False,False,False
279,1431000000,release_settle,False,,False,False,14.709491462314567,0.5440799386007017,0.051369098189445045,0,0.0,0.051369098189445045,False,False,False,False
280,1436000000,release_settle,False,,False,False,4.681384733158348,0.557687455516828,0.031940094928325294,0,0.0,0.031940094928325294,False,False,False,False
281,1441000000,release_settle,False,,False,False,2.451120744083461,0.5722241642915755,0.025564377069326422,0,0.0,0.026930104383779335,False,False,False,False
282,1446000000,release_settle,False,,False,False,2.0033055414127623,0.6276933006764057,0.04097891850566734,0,0.0,0.03463487959475406,False,False,False,False
283,1451000000,release_settle,False,,False,False,1.9079599293768992,0.6689281111671083,0.027829334238967888,0,0.0,0.043424226191719636,False,False,False,False
284,1456000000,release_settle,False,,False,False,1.8787011138525782,0.6803202978160977,0.07692072314776177,0,0.0,0.03175861730494029,False,False,False,False
285,1461000000,release_settle,False,,False,False,1.8666044429366373,0.6830454094944797,0.0578712635528236,0,0.0,0.025232556475349322,False,False,False,False
286,1466000000,release_settle,False,,False,False,1.8664768521195245,0.6834596504853784,0.04047755203632495,0,0.0,0.03981639719322072,False,False,False,False
287,1471000000,release_settle,False,,False,False,1.8659516714166795,0.6836836948530283,0.029810881704525144,0,0.0,0.03834296333414798,False,False,False,False
288,1476000000,release_settle,False,,False,False,1.865481061601927,0.6837337040503718,0.0483959224096043,0,0.0,0.039203694171429423,False,False,False,False
289,1481000000,release_settle,False,,False,False,1.865560127308247,0.6837220890668992,0.02601735042414583,0,0.0,0.043924007783504714,False,False,False,False
290,1486000000,release_settle,False,,False,False,1.865529382454855,0.6837234591461784,0.05697891819576994,0,0.0,0.04087991893189353,False,False,False,False
292,1496000000,release_settle,False,,False,False,1.8654711655606915,0.6837152862414551,0.04582329771105883,0,0.0,0.03112912812478007,False,False,False,False
293,1501000000,release_settle,False,,False,False,1.8654538924510624,0.6837115103535345,0.04315573143140049,0,0.0,0.02227757172744952,False,False,False,False
294,1506000000,release_settle,False,,False,False,1.865434464338577,0.6837080858581762,0.03635687335917417,0,0.0,0.04168296682222527,False,False,False,False
295,1511000000,final,False,,False,False,1.86542251589543,0.6837054560105711,0.03381534516851007,0,0.0,0.015992747640104478,False,False,False,False
296,1516000000,approach,False,,False,False,0.0,0.0,0.0330886074873059,0,0.0,0.0330886074873059,False,False,False,False
297,1521000000,approach,False,,False,False,0.8547166137532618,0.7217049526164344,0.0470133677115935,0,0.0,0.060024048562711894,False,False,False,False
298,1526000000,approach,True,current_saturation_injected,False,False,1.0875073855988076,0.2579178179711586,4.32,1,0.0,4.32,False,False,False,False
299,1531000000,approach,False,,False,False,2.682277766280942,0.6323432169960534,0.030247506613593784,0,0.0,0.06034017988151644,False,False,False,False
300,1536000000,approach,False,,False,False,2.8892605053401867,0.6956133629801942,0.06947105332759952,0,0.0,0.04194726382921633,False,False,False,False
301,1541000000,approach,False,,False,False,1.450941278425464,0.6515427801534807,0.016522496690474082,0,0.0,0.022293979956236692,False,False,False,False
302,1546000000,approach,False,,False,False,1.1125238294943731,0.2693621600431468,0.038721550577432776,0,0.0,0.04910516583986765,False,False,False,False
303,1551000000,approach,False,,False,False,1.3190937851934832,0.2735813902229401,0.055945051674122365,0,0.0,0.055945051674122365,False,False,False,False
304,1556000000,approach,False,,False,False,1.6601075299997863,0.5383507711058108,0.02967183386260822,0,0.0,0.07218902658478944,False,False,False,False
305,1561000000,preshape,False,,False,False,2.927155903527473,0.62979868669859,0.05275659447112242,0,0.0,0.026592268177014704,False,False,False,False
306,1566000000,preshape,False,,False,False,1.617556529594419,0.5148514807645823,0.0343361957979297,0,0.0,0.07100767721110327,False,False,False,False
307,1571000000,preshape,False,,False,False,1.3410453478003483,0.3102569970811143,0.04973140042032455,0,0.0,0.04973140042032455,False,False,False,False
308,1576000000,preshape,False,,False,False,1.4803320490650698,0.38474977008767497,0.037528041219929045,0,0.0,0.05394220821785881,False,False,False,False
309,1581000000,pinch_close,False,,False,False,1.5138198825362559,0.4100774900920963,0.053278811413748565,0,0.0,0.03281031148394824,False,False,False,False
310,1586000000,pinch_close,False,,False,False,51.564353888137724,0.5288124569906043,0.13798839951768407,0,0.0,0.13798839951768407,False,False,False,False
311,1591000000,pinch_close,False,,False,False,62.34172397923752,0.5295700959049316,0.17813149396185593,0,0.0,0.17813149396185593,False,False,False,False
312,1596000000,pinch_close,False,,False,False,64.80925297151838,0.5303518931310683,0.21663869730759489,0,0.0,0.21663869730759489,False,False,False,False
313,1601000000,pinch_close,False,,False,False,65.55212221366739,0.530174765160179,0.2463731939438618,0,0.0,0.2463731939438618,False,False,False,False
314,1606000000,pinch_close,False,,False,False,66.60154501164911,0.5476510518049212,0.20156180841129728,0,0.0,0.20156180841129728,True,False,False,False
315,1611000000,pinch_close,False,,False,False,66.54984241305738,0.5410890717081689,0.17930678392942456,0,0.0,0.17930678392942456,True,False,False,False
316,1616000000,pinch_close,False,,False,False,66.32841311857757,0.532052709652067,0.2118562483639722,0,0.0,0.2118562483639722,False,False,False,False
317,1621000000,contact_gate,False,,False,False,63.93282825162041,0.5157877040332236,0.2053086143903448,0,0.0,0.2053086143903448,True,False,True,False
318,1626000000,contact_gate,False,,False,False,48.163234242769704,0.49805387457532263,0.1444122412273616,0,0.0,0.1444122412273616,True,False,True,False
319,1631000000,contact_gate,False,,False,False,36.63527345585454,0.4930122401546364,0.11611119698907547,0,0.0,0.11611119698907547,True,False,True,False
320,1636000000,contact_gate,False,,False,False,28.593247709034117,0.4968218007302693,0.09495217074616324,0,0.0,0.09495217074616324,True,False,True,False
321,1641000000,contact_gate,False,,False,False,22.91905659619224,0.5013343466109779,0.04680079269392622,0,0.0,0.04680079269392622,True,False,True,False
322,1646000000,contact_gate,False,,False,False,18.918361735886144,0.5075071866548964,0.10753827317781067,0,0.0,0.10753827317781067,True,False,True,False
323,1651000000,contact_gate,False,,False,False,16.539938070326237,0.5575909121699963,0.07603442540215619,0,0.0,0.07603442540215619,True,False,True,False
324,1656000000,contact_gate,False,,False,False,14.975172689359054,0.6189550799645328,0.06409129951876866,0,0.0,0.06409129951876866,True,False,True,False
325,1661000000,contact_gate,False,,False,False,13.83071524780696,0.6693957798274839,0.052055165248919566,0,0.0,0.052055165248919566,True,False,True,False
326,1666000000,contact_gate,False,,False,False,12.981331641853195,0.7063062913239521,0.047612526636129054,0,0.0,0.047612526636129054,True,False,True,False
327,1671000000,contact_gate,False,,False,False,12.434242768340482,0.7420580848230637,0.07599016194402342,0,0.0,0.07599016194402342,True,False,True,False
328,1676000000,contact_gate,False,,False,False,12.244333813164825,0.7978953852838645,0.032830370250513455,0,0.0,0.032830370250513455,True,False,True,False
329,1681000000,contact_gate,False,,False,False,12.119804758673165,0.8353518470532042,0.0520163327252967,0,0.0,0.0520163327252967,True,True,False,False
330,1686000000,contact_gate,False,,False,False,12.02063748318113,0.8600061902647848,0.07445352636766783,0,0.0,0.07445352636766783,True,True,False,False
331,1691000000,post_contact_settle,False,,False,False,12.000816979517666,0.8638606195761652,0.050152810259110364,0,0.0,0.050152810259110364,True,True,False,False
332,1708000000,post_contact_settle,False,,False,False,11.547945387668765,0.9025478980990974,0.03690110512850192,0,0.0,0.03690110512850192,True,True,False,False
333,1713000000,slow_lift,False,,False,True,11.051885472953536,0.9234063102401486,0.05558250307926627,0,0.0,0.05558250307926627,True,False,True,False
334,1718000000,slow_lift,False,,False,True,10.84408129769734,0.9287119291384588,0.07312204672345565,0,0.0,0.09323758406059621,True,False,True,False
335,1723000000,slow_lift,False,,False,True,10.660917023301788,0.9306260687826465,0.11901394470194435,0,0.0,0.11901394470194435,True,False,True,False
336,1728000000,slow_lift,False,,False,True,10.508097935793847,0.9296300964119112,0.05415441822509015,0,0.0,0.05415441822509015,True,False,True,False
337,1733000000,slow_lift,False,,False,True,10.38190876579344,0.9265311919867523,0.03690746601826227,0,0.0,0.0365315532286582,True,False,True,False
338,1738000000,slow_lift,False,,False,True,10.276874049899401,0.9219472855650666,0.05504029864822374,0,0.0,0.05504029864822374,True,False,True,False
339,1743000000,slow_lift,False,,False,True,10.2008500494494,0.9139677352962984,0.03871109474066117,0,0.0,0.053230392819814426,True,False,True,False
340,1748000000,slow_lift,False,,False,True,10.265499724642883,0.8898514578979426,0.05874576342410341,0,0.0,0.05874576342410341,True,False,True,False
341,1753000000,slow_lift,False,,False,False,10.533025937145759,0.857998495766932,0.035459859787454404,0,0.0,0.04151559083068962,True,True,False,False
342,1758000000,slow_lift,False,,False,False,10.85657759522237,0.8425124331039853,0.0567506300289159,0,0.0,0.06257375517250185,True,True,False,False
343,1763000000,slow_lift,False,,False,False,11.16856797448419,0.8433282830997781,0.07767685309809677,0,0.0,0.07767685309809677,True,True,False,False
344,1768000000,slow_lift,False,,False,False,11.446989260102129,0.8543703793119981,0.08045472178081842,0,0.0,0.08045472178081842,True,True,False,False
345,1773000000,slow_lift,False,,False,False,11.671606638826075,0.8721215247914023,0.05952357368118476,0,0.0,0.05952357368118476,True,True,False,False
346,1778000000,slow_lift,True,encoder_freeze_injected,False,False,11.826026817937615,0.8939762507492004,0.036278669510213676,0,0.0,0.036278669510213676,True,True,False,False
347,1783000000,slow_lift,False,,False,False,11.8978636136666,0.9179187453147809,0.04547952015406575,0,0.0,0.04547952015406575,True,True,False,False
348,1788000000,slow_lift,False,,False,False,11.878223008230847,0.9423549815865835,0.05669496781865535,0,0.0,0.05059250006879884,True,True,False,False
349,1793000000,slow_lift,False,,False,False,11.763474505651839,0.96432538110656,0.04170326992268841,0,0.0,0.04170326992268841,True,True,False,False
350,1798000000,slow_lift,False,,False,False,11.558825160919348,0.9787796846033593,0.05597310891352267,0,0.0,0.05597310891352267,True,True,False,False
351,1803000000,slow_lift,False,,False,False,11.272981592854872,0.9827823750906425,0.039758528475624805,0,0.0,0.039758528475624805,True,True,False,False
352,1808000000,slow_lift,False,,False,False,10.912269052579575,0.9770551042183747,0.07231075593952346,0,0.0,0.07231075593952346,True,True,False,False
353,1813000000,slow_lift,False,,False,False,10.489621425752425,0.9628523576447714,0.04659147663641461,0,0.0,0.04659147663641461,True,True,False,False
354,1818000000,slow_lift,False,,False,False,10.048710128681428,0.9370675636666917,0.053417081871869866,0,0.0,0.053417081871869866,True,True,False,False
355,1823000000,slow_lift,False,,False,False,9.750708164693137,0.8777599325732242,0.0763215796768327,0,0.0,0.0763215796768327,True,True,False,False
356,1828000000,slow_lift,False,,False,False,9.460945087316341,0.8178279409389502,0.05899341410470463,0,0.0,0.05899341410470463,True,True,False,False
357,1833000000,slow_lift,False,,False,False,9.19164345221057,0.7609885443201742,0.03759284329963572,0,0.0,0.054158313083851564,True,True,False,False
358,1838000000,slow_lift,False,,False,False,8.955179080828987,0.7082731228327266,0.054232520907660425,0,0.0,0.054232520907660425,True,True,False,False
359,1843000000,slow_lift,False,,False,False,8.760670526090816,0.6621463698030416,0.04186726408704039,0,0.0,0.04186726408704039,True,True,False,False
360,1848000000,slow_lift,False,,False,False,8.612193946928025,0.6249027205653462,0.04791730359202372,0,0.0,0.04791730359202372,True,True,False,False
361,1853000000,slow_lift,False,,False,False,8.509691273419698,0.598980118430518,0.05699559033995763,0,0.0,0.03184770546850999,True,True,False,False
362,1858000000,slow_lift,False,,False,False,8.449081102850295,0.5873209062006772,0.0599110803230253,0,0.0,0.03621115189648479,True,True,False,False
363,1863000000,slow_lift,False,,False,False,8.425864923863344,0.5906377893277559,0.05077174190848069,0,0.0,0.029855234736841516,True,True,False,False
364,1868000000,slow_lift,False,,False,False,8.436268276462126,0.6073418549286349,0.03806054730762999,0,0.0,0.0426114653704777,True,True,False,False
365,1873000000,slow_lift,False,,False,False,8.477006932780055,0.6335654163646053,0.06199307555009253,0,0.0,0.030107128558110496,True,True,False,False
366,1878000000,slow_lift,False,,False,False,8.542897746447652,0.6649332592524075,0.05316757432085148,0,0.0,0.05316757432085148,True,True,False,False
367,1883000000,slow_lift,False,,False,False,8.624952221996429,0.6982381824116469,0.07524607763147889,0,0.0,0.07524607763147889,True,True,False,False
368,1888000000,slow_lift,False,,False,False,8.735541928104315,0.728331146830989,0.04874188295202411,0,0.0,0.04874188295202411,True,True,False,False
369,1893000000,slow_lift,False,,False,False,8.917459312065013,0.7461442563985126,0.05266238344566212,0,0.0,0.05266238344566212,True,True,False,False
370,1898000000,slow_lift,False,,False,False,9.073207160114832,0.7639320075911987,0.0626062438144209,0,0.0,0.0626062438144209,True,True,False,False
371,1903000000,slow_lift,False,,False,False,9.196483910179607,0.7814276840542892,0.037149857004860676,0,0.0,0.037149857004860676,True,True,False,False
372,1908000000,slow_lift,False,,False,False,9.282540421818938,0.7981257699115054,0.04933642552767205,0,0.0,0.04933642552767205,True,True,False,False
373,1913000000,slow_lift,False,,False,False,9.327874701671282,0.8132688350018127,0.06721408293834265,0,0.0,0.058008627726155754,True,True,False,False
374,1918000000,slow_lift,False,,False,False,9.330074082177592,0.8256752238525701,0.06354316817735793,0,0.0,0.06354316817735793,True,True,False,False
375,1923000000,slow_lift,False,,False,False,9.288793736968385,0.8334599747422947,0.05606425298219139,0,0.0,0.05606425298219139,True,True,False,False
376,1928000000,slow_lift,False,,False,False,9.205026865819352,0.8355613425064488,0.07228912283042221,0,0.0,0.04061919764761837,True,True,False,False
377,1933000000,slow_lift,False,,False,False,9.078761149223883,0.8320370278402692,0.023061775567200647,0,0.0,0.023960027478661605,True,True,False,False
378,1938000000,slow_lift,False,,False,False,8.913237091621614,0.8235592398987186,0.0446149366590112,0,0.0,0.0446149366590112,True,True,False,False
379,1943000000,slow_lift,False,,False,False,8.715823338267818,0.811246075676375,0.030953938909500402,0,0.0,0.030953938909500402,True,True,False,False
380,1948000000,slow_lift,False,,False,False,8.496539056228432,0.7968860756519105,0.04326322347485552,0,0.0,0.04326322347485552,True,True,False,False
381,1953000000,slow_lift,True,driver_fault_injected,False,False,8.266415531779671,0.7820192957760657,0.04953590925933882,0,0.0,0.04953590925933882,True,True,False,False
382,1958000000,slow_lift,False,,False,False,8.037283581541027,0.7673775582916067,0.05174728673520264,0,0.0,0.05174728673520264,True,True,False,False
383,1963000000,slow_lift,False,,False,False,7.8208230459545005,0.753106036742646,0.05932446725648467,0,0.0,0.05932446725648467,True,True,False,False
384,1968000000,slow_lift,False,,False,False,7.627266323771044,0.7391297919204496,0.038404708519620426,0,0.0,0.038404708519620426,True,True,False,False
385,1973000000,slow_lift,False,,False,False,7.464370723144553,0.7254634829219949,0.035770145771246944,0,0.0,0.024819811266149867,True,True,False,False
386,1978000000,slow_lift,True,tension_dropout_injected,False,False,0.0,0.0,0.05686346885532012,0,0.0,0.05686346885532012,True,True,True,False
387,1983000000,slow_lift,False,,False,False,7.248240278432672,0.7001434769720167,0.03622721126161635,0,0.0,0.03622721126161635,True,True,False,False
389,1993000000,slow_lift,False,,False,False,7.17027973755954,0.6834253997181289,0.03461105126793325,0,0.0,0.03353352787817194,True,True,False,False
390,1998000000,slow_lift,False,,False,False,7.175611527449365,0.6803228654607604,0.0520470231126533,0,0.0,0.0520470231126533,True,True,False,False
391,2003000000,slow_lift,False,,False,False,7.201945267077537,0.6811009529028743,0.06091199628069684,0,0.0,0.0489839709345259,True,True,False,False
392,2008000000,slow_lift,False,,False,False,7.242140294725324,0.6852653391969762,0.04130930933108096,0,0.0,0.05866827682537316,True,True,False,False
393,2013000000,slow_lift,False,,False,False,7.28826087908573,0.692007223341684,0.0477092275817088,0,0.0,0.015720801559954412,True,True,False,False
394,2018000000,slow_lift,False,,False,False,7.334266382546624,0.7003847948915535,0.03309058562585339,0,0.0,0.03309058562585339,True,True,False,False
395,2023000000,slow_lift,False,,False,False,7.37733798986478,0.7095372093758411,0.03553561004816981,0,0.0,0.03553561004816981,True,True,False,False
396,2028000000,slow_lift,False,,False,False,7.417094061672514,0.7187999139166213,0.05517233137617514,0,0.0,0.02428854325206354,True,True,False,False
397,2033000000,slow_lift,False,,False,False,7.451359201236613,0.7276184697304322,0.03840895672009698,0,0.0,0.04215189316367502,True,True,False,False
398,2038000000,slow_lift,False,,False,False,7.4774118367905125,0.7355498070502103,0.07273703169955859,0,0.0,0.0464217129276032,True,True,False,False
399,2043000000,slow_lift,False,,False,False,7.492604521688728,0.7422931706645217,0.03933663004793775,0,0.0,0.03933663004793775,True,True,False,False
400,2048000000,slow_lift,False,,False,False,7.428064169307272,0.7482078484486046,0.03580125846994923,0,0.0,0.035939139758676235,True,True,False,False
401,2053000000,slow_lift,False,,False,False,7.3326643109111185,0.7508538728188943,0.04217668432232184,0,0.0,0.04217668432232184,True,True,False,False
402,2058000000,slow_lift,False,,False,False,7.254182954010554,0.7494039102644734,0.02939624632512171,0,0.0,0.020033450414811,True,True,False,False
403,2063000000,slow_lift,False,,False,False,7.164105000715521,0.747263424934522,0.051520767721349434,0,0.0,0.051520767721349434,True,True,False,False
404,2068000000,slow_lift,False,,False,False,7.084254502900247,0.7440190846135158,0.04401959202167995,0,0.0,0.052257550241641595,True,True,False,False
405,2073000000,hold,False,,False,False,7.069238197941415,0.7433436317890009,0.05435419155965514,0,0.0,0.05435419155965514,True,True,False,True
406,2078000000,hold,False,,False,False,6.981788732903036,0.745421915693187,0.029948195283822258,0,0.0,0.029948195283822258,True,True,False,True
407,2083000000,hold,False,,False,False,6.843041907070245,0.7555452965763302,0.03418407969192949,0,0.0,0.033644973348860144,True,True,False,True
408,2088000000,hold,False,,False,False,6.633070693045147,0.7658887085230832,0.04637992102209269,0,0.0,0.036969917739214174,True,True,False,True
